TableName,SeriesCode,LineNumber,LineDescription,TimePeriod,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
T30200,W005RC,1,Current receipts,1929,Current Dollars,Level,6,"3,694",T30200
T30200,W005RC,1,Current receipts,1930,Current Dollars,Level,6,"2,936",T30200
T30200,W005RC,1,Current receipts,1931,Current Dollars,Level,6,"1,939",T30200
T30200,W005RC,1,Current receipts,1932,Current Dollars,Level,6,"1,624",T30200
T30200,W005RC,1,Current receipts,1933,Current Dollars,Level,6,"2,550",T30200
T30200,W005RC,1,Current receipts,1934,Current Dollars,Level,6,"3,362",T30200
T30200,W005RC,1,Current receipts,1935,Current Dollars,Level,6,"3,667",T30200
T30200,W005RC,1,Current receipts,1936,Current Dollars,Level,6,"4,601",T30200
T30200,W005RC,1,Current receipts,1937,Current Dollars,Level,6,"6,582",T30200
T30200,W005RC,1,Current receipts,1938,Current Dollars,Level,6,"6,019",T30200
T30200,W005RC,1,Current receipts,1939,Current Dollars,Level,6,"6,272",T30200
T30200,W005RC,1,Current receipts,1940,Current Dollars,Level,6,"8,211",T30200
T30200,W005RC,1,Current receipts,1941,Current Dollars,Level,6,"14,910",T30200
T30200,W005RC,1,Current receipts,1942,Current Dollars,Level,6,"22,271",T30200
T30200,W005RC,1,Current receipts,1943,Current Dollars,Level,6,"38,473",T30200
T30200,W005RC,1,Current receipts,1944,Current Dollars,Level,6,"40,067",T30200
T30200,W005RC,1,Current receipts,1945,Current Dollars,Level,6,"41,529",T30200
T30200,W005RC,1,Current receipts,1946,Current Dollars,Level,6,"39,452",T30200
T30200,W005RC,1,Current receipts,1947,Current Dollars,Level,6,"42,814",T30200
T30200,W005RC,1,Current receipts,1948,Current Dollars,Level,6,"42,376",T30200
T30200,W005RC,1,Current receipts,1949,Current Dollars,Level,6,"37,860",T30200
T30200,W005RC,1,Current receipts,1950,Current Dollars,Level,6,"48,803",T30200
T30200,W005RC,1,Current receipts,1951,Current Dollars,Level,6,"62,915",T30200
T30200,W005RC,1,Current receipts,1952,Current Dollars,Level,6,"65,811",T30200
T30200,W005RC,1,Current receipts,1953,Current Dollars,Level,6,"68,607",T30200
T30200,W005RC,1,Current receipts,1954,Current Dollars,Level,6,"62,511",T30200
T30200,W005RC,1,Current receipts,1955,Current Dollars,Level,6,"71,072",T30200
T30200,W005RC,1,Current receipts,1956,Current Dollars,Level,6,"75,843",T30200
T30200,W005RC,1,Current receipts,1957,Current Dollars,Level,6,"79,317",T30200
